chromosome	start	end	count	lethal_mean	normal_mean	delta	F	pvalue	p_adj	DMR
chr22	47170531	47170631	5	0.8382	0.6509	0.1872	57.6922	0.0001419	0.0003637	True
chr22	47173650	47173707	5	0.7165	0.1568	0.5597	26.5655	0.0007395	0.001264	True
chr22	47175789	47176054	5	0.855	0.9745	-0.1195	25.2678	0.003623	0.00448	True
chr22	47187947	47188287	8	0.9191	0.6905	0.2287	18.3733	0.0007768	0.001311	True
chr22	47188426	47188667	11	0.9402	0.8321	0.1081	27.1363	3.84e-05	0.0001363	True
chr22	47194134	47194410	6	0.8024	0.9662	-0.1638	30.9905	0.0008406	0.001395	True
chr22	47202747	47203082	7	0.6638	0.9634	-0.2996	22.1951	1.876e-05	7.979e-05	True
chr22	47208576	47208866	7	0.9723	0.8566	0.1157	25.825	0.001765	0.002511	True
chr22	47211579	47211837	7	0.9172	0.7727	0.1444	18.3074	0.01259	0.01339	True
chr22	47211891	47212533	11	0.646	0.1608	0.4852	15.9678	3.696e-06	2.308e-05	True
chr22	47227711	47227974	5	0.6396	0.8992	-0.2595	24.1229	0.004134	0.00499	True
chr22	47228817	47229331	5	0.8273	0.9639	-0.1366	15.5258	0.00863	0.009498	True
chr22	20059634	20060089	5	0.9134	0.9814	-0.068	31.993	0.01445	0.01518	True
chr22	47250017	47250230	7	0.9065	0.7486	0.1579	19.4179	0.001926	0.002688	True
chr22	47272843	47273333	5	0.7082	0.9578	-0.2497	22.0031	0.0009336	0.001517	True
chr22	47282635	47283592	12	0.8739	0.9802	-0.1063	30.5568	3.954e-06	2.435e-05	True
chr22	47284200	47284471	6	0.8958	0.9934	-0.0976	74.2204	4.661e-06	2.757e-05	True
chr22	47287173	47287263	5	0.7641	0.9205	-0.1564	21.8709	0.01582	0.01645	True
chr22	47289998	47290469	10	0.8563	0.5767	0.2796	20.5656	8.265e-06	4.281e-05	True
chr22	47295337	47295837	6	0.9765	0.8264	0.15	35.7915	0.0003381	0.0007009	True
chr22	47297675	47297918	5	0.9594	0.8306	0.1288	17.8503	0.007241	0.008122	True
chr22	47298417	47298552	6	0.9027	0.9753	-0.0726	16.5211	0.01484	0.01551	True
chr22	47302148	47302392	5	0.9465	0.8465	0.1001	16.6927	0.01831	0.01888	True
chr22	47304311	47304520	6	0.8965	0.6885	0.2081	24.2938	0.001063	0.001682	True
chr22	17647292	17648068	13	0.8828	0.7715	0.1113	15.6057	0.001651	0.002379	True
chr22	47346124	47346346	5	0.8566	0.9821	-0.1255	17.3266	0.001234	0.001886	True
chr22	47350513	47350588	5	0.87	0.9872	-0.1173	66.2722	0.0001291	0.0003382	True
chr22	47359797	47360077	7	0.8893	0.6203	0.2691	15.5212	0.0003802	0.0007619	True
chr22	47362207	47362252	5	0.9088	0.6519	0.2569	94.5164	4.185e-06	2.538e-05	True
chr22	47363435	47363488	5	0.9416	0.7757	0.1659	28.0696	0.005056	0.005917	True
chr22	47364458	47364496	6	0.7062	0.9702	-0.264	15.6053	0.0001865	0.0004457	True
chr22	47379482	47380406	6	0.9504	0.8461	0.1043	28.8496	0.00424	0.005096	True
chr22	47389828	47389856	5	0.8268	0.564	0.2627	30.1311	0.0004637	0.0008865	True
chr22	47392841	47393170	6	0.75	0.9558	-0.2058	31.0436	0.0006497	0.001141	True
chr22	47406279	47406813	6	0.9422	0.8509	0.0914	17.7434	0.03044	0.03069	True
chr22	47408915	47409034	6	0.8878	0.6807	0.2071	107.1764	3.622e-06	2.283e-05	True
chr22	47409085	47409408	7	0.4656	0.81	-0.3444	29.533	2.23e-05	9.054e-05	True
chr22	20069284	20069743	5	0.6561	0.9787	-0.3226	35.8253	4.851e-05	0.0001644	True
chr22	47412398	47412832	20	0.9306	0.7154	0.2153	24.3789	1.619e-09	3.643e-08	True
chr22	47425918	47426193	6	0.8871	0.4578	0.4293	15.5433	0.0005044	0.0009448	True
chr22	47447872	47447993	5	0.8712	0.9741	-0.1029	39.5695	0.001254	0.00191	True
chr22	47465783	47465901	8	0.4585	0.8334	-0.3749	26.7297	4.735e-06	2.785e-05	True
chr22	47465623	47465708	5	0.3713	0.742	-0.3707	79.0276	3.665e-06	2.297e-05	True
chr22	47469074	47469225	6	0.9749	0.834	0.141	16.6704	0.001572	0.002291	True
chr22	47480145	47480349	6	0.9356	0.8231	0.1124	53.2592	0.0002141	0.0004947	True
chr22	47487455	47487505	5	0.8053	0.0543	0.751	72.8428	0.00014	0.000361	True
chr22	47487211	47487319	6	0.3256	0.0319	0.2938	65.63	2.268e-05	9.135e-05	True
chr22	47488559	47489068	6	0.9493	0.8088	0.1405	41.4834	0.0001793	0.0004318	True
chr22	47496795	47496935	5	0.9334	0.7433	0.19	19.7406	0.005106	0.00597	True
chr22	20077332	20077456	6	0.928	0.831	0.097	23.6893	0.007853	0.008731	True
chr22	47505265	47505421	5	0.8999	0.9866	-0.0867	45.0306	0.001585	0.002305	True
chr22	47513459	47513547	6	0.9333	0.847	0.0862	15.1458	0.02211	0.02252	True
chr22	47516991	47517147	5	0.9393	0.7891	0.1502	22.259	0.009197	0.01006	True
chr22	47518968	47519122	5	0.9481	0.7991	0.149	22.1715	0.005341	0.006218	True
chr22	47519618	47519981	8	0.9257	0.7901	0.1356	15.1973	0.003903	0.004748	True
chr22	17650902	17651145	8	0.889	0.9864	-0.0974	36.9928	5.489e-05	0.0001801	True
chr22	47529236	47529475	10	0.8953	0.7224	0.1728	18.343	0.0001978	0.0004648	True
chr22	47529490	47529989	10	0.9115	0.6692	0.2423	15.327	4.702e-05	0.0001605	True
chr22	47532670	47533294	12	0.8156	0.9477	-0.1322	15.7296	0.0003561	0.0007304	True
chr22	47549990	47550052	6	0.4693	0.2053	0.264	18.5073	0.001955	0.002721	True
chr22	47550096	47550519	14	0.2803	0.1015	0.1788	26.7021	4.452e-07	4.293e-06	True
chr22	47550596	47550751	8	0.4514	0.1177	0.3337	84.8854	2.65e-07	2.885e-06	True
chr22	47565618	47565789	6	0.9336	0.8171	0.1165	29.2057	0.01444	0.01517	True
chr22	47567371	47567447	6	0.8287	0.9661	-0.1375	22.7116	0.002	0.00277	True
chr22	47570970	47571026	5	0.8096	0.6262	0.1833	98.8161	1.179e-05	5.658e-05	True
chr22	47586483	47586573	5	0.8756	0.9859	-0.1103	122.8944	6.824e-05	0.0002112	True
chr22	47589819	47589895	5	0.9021	0.7671	0.1349	47.2333	0.004081	0.00493	True
chr22	47595336	47595450	6	0.7977	0.9702	-0.1725	27.847	0.0002048	0.0004777	True
chr22	47597949	47598420	15	0.7352	0.8925	-0.1573	15.1336	6.401e-05	0.0002008	True
chr22	47598497	47599230	20	0.8005	0.9424	-0.1419	19.1194	1.011e-06	8.11e-06	True
chr22	47601301	47601562	6	0.7752	0.9463	-0.1711	34.3733	0.0003398	0.0007033	True
chr22	47602698	47603062	5	0.7952	0.6607	0.1346	18.9162	0.01337	0.01412	True
chr22	47606057	47606153	5	0.801	0.9551	-0.1541	17.8448	0.007755	0.008643	True
chr22	47606810	47606921	5	0.7761	0.9625	-0.1864	23.2097	0.001681	0.00241	True
chr22	47608868	47608919	5	0.8529	0.6245	0.2283	60.7387	2.706e-05	0.0001045	True
chr22	47609421	47609606	9	0.2963	0.7042	-0.4079	23.9986	5.634e-06	3.163e-05	True
chr22	47611845	47612545	6	0.8253	0.978	-0.1527	35.8407	0.0002407	0.0005404	True
chr22	47614146	47614624	12	0.6219	0.8981	-0.2762	18.5272	2.399e-06	1.67e-05	True
chr22	47614648	47615000	11	0.7974	0.956	-0.1586	24.1187	2.247e-05	9.087e-05	True
chr22	47615347	47615630	10	0.8248	0.954	-0.1292	42.0265	6.121e-05	0.0001944	True
chr22	47616970	47617627	9	0.6515	0.9106	-0.2591	26.8955	3.231e-05	0.0001196	True
chr22	47621716	47622051	8	0.7138	0.9428	-0.229	69.9094	7.727e-06	4.073e-05	True
chr22	47622148	47622321	6	0.7024	0.9416	-0.2392	40.1937	0.0001629	0.0004011	True
chr22	47627933	47628351	6	0.6798	0.4562	0.2236	32.3811	0.0001935	0.0004579	True
chr22	20095328	20095706	5	0.8231	0.9298	-0.1067	17.0976	0.02056	0.02102	True
chr22	47641036	47641977	12	0.684	0.9097	-0.2257	15.5559	3.883e-05	0.000137	True
chr22	47642116	47642538	7	0.6961	0.9616	-0.2655	53.8991	5.208e-06	2.982e-05	True
chr22	47645317	47645588	6	0.5257	0.7252	-0.1995	22.527	0.001583	0.002305	True
chr22	47646433	47647540	16	0.6801	0.927	-0.2469	15.8427	5.522e-07	4.972e-06	True
chr22	47649104	47649244	6	0.8153	0.9565	-0.1413	22.4684	0.002826	0.003649	True
chr22	47650451	47651354	5	0.6953	0.9443	-0.2489	20.9674	0.00228	0.003066	True
chr22	47652342	47652717	8	0.6717	0.9611	-0.2895	23.9071	9.42e-06	4.767e-05	True
chr22	47654135	47654882	11	0.7339	0.8901	-0.1562	24.0809	0.0003586	0.0007335	True
chr22	47654972	47656164	12	0.6675	0.9428	-0.2753	26.0934	3.03e-07	3.213e-06	True
chr22	47656490	47657667	10	0.7737	0.9444	-0.1707	19.0133	0.0001558	0.0003884	True
chr22	47664294	47665179	10	0.677	0.8938	-0.2167	19.1372	0.0004474	0.0008644	True
chr22	47666884	47667695	11	0.689	0.9298	-0.2407	15.3205	5.364e-05	0.0001773	True
chr22	47669458	47670091	10	0.7669	0.947	-0.1802	30.5311	2.526e-05	9.945e-05	True
chr22	47670205	47670805	13	0.8367	0.9801	-0.1434	60.9607	4.202e-09	8.661e-08	True
chr22	47673439	47673622	5	0.7068	0.9227	-0.2159	18.4998	0.005694	0.006566	True
chr22	47674673	47674911	5	0.8126	0.9562	-0.1436	26.2733	0.007263	0.008142	True
chr22	47675021	47675368	9	0.7431	0.9011	-0.158	24.4881	0.0003123	0.0006615	True
chr22	47677169	47677682	10	0.7604	0.9483	-0.1878	26.9489	1.267e-05	5.979e-05	True
chr22	47677767	47677958	6	0.7954	0.9641	-0.1687	25.6351	0.0007502	0.001277	True
chr22	47678389	47679209	17	0.7387	0.9392	-0.2005	15.2447	4.304e-07	4.2e-06	True
chr22	47679406	47679775	15	0.7435	0.9572	-0.2137	36.3179	1.45e-08	2.482e-07	True
chr22	47680629	47681171	8	0.7762	0.9142	-0.138	33.8618	0.0001593	0.0003948	True
chr22	47681314	47681418	6	0.816	0.9348	-0.1188	31.9498	0.001444	0.002138	True
chr22	47683223	47684601	9	0.7	0.9317	-0.2318	19.069	0.0001165	0.0003135	True
chr22	47685151	47685441	5	0.7822	0.8846	-0.1024	25.344	0.01475	0.01544	True
chr22	20098295	20098679	6	0.7456	0.9528	-0.2071	17.088	0.001385	0.002061	True
chr22	47687307	47687526	5	0.7868	0.9558	-0.169	26.4	0.002348	0.003141	True
chr22	47687650	47687977	7	0.8095	0.9425	-0.133	16.7809	0.003623	0.00448	True
chr22	47689995	47690258	5	0.7068	0.9764	-0.2696	111.6783	1.54e-05	6.89e-05	True
chr22	47690307	47690793	9	0.7926	0.9387	-0.146	60.8402	2.176e-05	8.889e-05	True
chr22	47693296	47693430	5	0.87	0.9868	-0.1167	290.7692	2.253e-05	9.101e-05	True
chr22	47694876	47695176	7	0.8563	0.9838	-0.1275	62.2898	1.876e-05	7.979e-05	True
chr22	47695701	47695805	5	0.8455	0.9543	-0.1088	16.0326	0.0154	0.01604	True
chr22	47695962	47696498	12	0.787	0.9543	-0.1673	20.3896	1.142e-05	5.531e-05	True
chr22	47696567	47696896	5	0.7003	0.9612	-0.261	27.4941	0.0005062	0.0009476	True
chr22	47698123	47699335	12	0.7115	0.9049	-0.1934	18.8574	5.878e-05	0.000189	True
chr22	47699526	47700150	18	0.8309	0.9681	-0.1372	41.8613	6.797e-09	1.314e-07	True
chr22	47700264	47700493	7	0.8209	0.9649	-0.144	72.5043	2.26e-05	9.114e-05	True
chr22	47701968	47702192	5	0.6927	0.9103	-0.2176	20.0388	0.008234	0.009102	True
chr22	47717244	47717643	8	0.8108	0.9904	-0.1796	106.4243	4.052e-08	6.019e-07	True
chr22	47719080	47719415	5	0.3428	0.6848	-0.342	15.1304	0.003132	0.003968	True
chr22	47726353	47726688	6	0.6904	0.9598	-0.2694	108.7172	3.062e-06	1.993e-05	True
chr22	47726949	47727610	11	0.7853	0.9445	-0.1592	18.2873	0.0001464	0.0003715	True
chr22	47727649	47729046	22	0.7347	0.9357	-0.201	15.5317	1.977e-08	3.234e-07	True
chr22	47731096	47731783	12	0.6656	0.8805	-0.2148	40.041	1.501e-07	1.785e-06	True
chr22	17041771	17042300	6	0.3081	0.8279	-0.5198	30.3427	2.757e-05	0.0001059	True
chr22	17043017	17043117	6	0.7487	0.9909	-0.2421	63.9416	7.765e-07	6.549e-06	True
chr22	47732766	47733381	12	0.5099	0.1461	0.3638	23.5102	5.989e-07	5.321e-06	True
chr22	47737801	47738519	15	0.6527	0.8721	-0.2193	15.4097	1.846e-05	7.908e-05	True
chr22	47739280	47739577	6	0.7175	0.9224	-0.2049	16.903	0.002972	0.003802	True
chr22	47739644	47739947	6	0.6319	0.942	-0.3101	21.7756	0.0003395	0.000703	True
chr22	47753472	47753580	6	0.7741	0.9474	-0.1732	39.3891	8.442e-05	0.0002468	True
chr22	47754164	47754350	6	0.6631	0.962	-0.2988	38.6391	3.394e-05	0.0001247	True
chr22	47760220	47760616	5	0.7698	0.965	-0.1952	25.1311	0.0018	0.002548	True
chr22	47764944	47765090	5	0.7312	0.8424	-0.1111	18.3004	0.0174	0.018	True
chr22	47766190	47766421	10	0.7912	0.9413	-0.1502	41.1532	7.203e-05	0.0002198	True
chr22	47767080	47767580	7	0.71	0.9013	-0.1913	15.1648	0.003739	0.004598	True
chr22	47768550	47769211	20	0.7261	0.9229	-0.1969	18.1917	2.015e-07	2.281e-06	True
chr22	47769947	47770081	5	0.738	0.8959	-0.1579	22.2737	0.01137	0.01221	True
chr22	47770228	47770526	11	0.7118	0.9278	-0.216	33.5431	3.686e-06	2.305e-05	True
chr22	47770991	47771259	6	0.6612	0.8607	-0.1995	26.0488	0.001055	0.001673	True
chr22	47777067	47777332	8	0.7691	0.9278	-0.1587	20.8734	0.001338	0.002006	True
chr22	47785783	47785989	8	0.8429	0.9671	-0.1242	32.5444	0.0001672	0.0004103	True
chr22	47786302	47786404	5	0.8468	0.9689	-0.1221	47.2099	0.001341	0.002009	True
chr22	47786213	47786276	5	0.8211	0.9371	-0.116	49.76	0.002364	0.00316	True
chr22	47786431	47786485	5	0.8647	0.9904	-0.1257	123.7956	1.176e-05	5.657e-05	True
chr22	47789137	47789660	13	0.7776	0.9427	-0.1651	17.7357	1.215e-05	5.802e-05	True
chr22	47789948	47790226	5	0.7435	0.9187	-0.1752	23.2369	0.003317	0.004163	True
chr22	47792121	47792348	5	0.7337	0.8882	-0.1545	49.2593	0.0005525	0.001018	True
chr22	47794607	47794807	6	0.7422	0.9495	-0.2072	50.6903	0.0001282	0.0003369	True
chr22	47796462	47796629	5	0.7018	0.8536	-0.1517	19.4027	0.01362	0.01436	True
chr22	47796692	47796796	9	0.8174	0.965	-0.1476	59.5074	7.289e-06	3.89e-05	True
chr22	47796893	47797085	6	0.791	0.9286	-0.1376	40.4138	0.0007554	0.001281	True
chr22	47797193	47797395	7	0.5081	0.2789	0.2291	15.2352	0.001917	0.00268	True
chr22	47798868	47799412	11	0.7414	0.9452	-0.2038	31.593	2.286e-06	1.604e-05	True
chr22	47801950	47802348	10	0.6649	0.9193	-0.2543	17.7545	0.0001135	0.0003091	True
chr22	47817448	47817848	8	0.7097	0.8879	-0.1782	15.7387	0.001802	0.00255	True
chr22	47817999	47818266	6	0.6727	0.8981	-0.2254	23.3717	0.003627	0.004481	True
chr22	47818854	47819155	8	0.6258	0.873	-0.2472	16.6192	0.0001859	0.0004447	True
chr22	47819244	47819424	5	0.5474	0.8376	-0.2902	19.6469	0.002058	0.002833	True
chr22	47829111	47829254	7	0.8157	0.9834	-0.1677	38.3769	1.092e-05	5.335e-05	True
chr22	47835055	47835497	9	0.6704	0.9147	-0.2444	25.0113	5.105e-05	0.0001709	True
chr22	47838590	47839762	10	0.6164	0.848	-0.2316	24.5731	4.034e-05	0.0001407	True
chr22	47842657	47842932	7	0.789	0.9659	-0.1769	31.7538	6.438e-05	0.0002018	True
chr22	47842971	47843258	9	0.8438	0.9579	-0.1142	16.569	0.001907	0.002672	True
chr22	47844635	47844891	6	0.7753	0.9703	-0.1949	68.5132	1.584e-05	7.027e-05	True
chr22	47845849	47846240	9	0.7722	0.9407	-0.1685	33.4741	9.366e-05	0.0002666	True
chr22	47848405	47848650	7	0.7405	0.9159	-0.1754	20.8191	0.00357	0.004429	True
chr22	47848828	47849110	6	0.742	0.8959	-0.1539	16.0712	0.01003	0.01089	True
chr22	47854292	47854501	5	0.7644	0.935	-0.1706	24.0331	0.005592	0.006462	True
chr22	47855717	47855938	5	0.8002	0.9517	-0.1514	38.5956	0.002485	0.003286	True
chr22	47857183	47857623	7	0.7539	0.949	-0.195	42.0865	0.0002194	0.0005042	True
chr22	47885656	47885905	7	0.8063	0.9844	-0.1781	154.8763	3.206e-07	3.309e-06	True
chr22	47923358	47924152	9	0.8619	0.9883	-0.1264	55.7961	7.069e-07	6.063e-06	True
chr22	47927976	47928195	5	0.8009	0.9371	-0.1361	28.0053	0.005567	0.00644	True
chr22	47931527	47931872	11	0.7337	0.9621	-0.2284	17.7918	1.403e-06	1.063e-05	True
chr22	47940544	47942215	15	0.7637	0.9489	-0.1852	20.726	6.775e-07	5.873e-06	True
chr22	47942782	47942894	6	0.8115	0.9681	-0.1567	41.9288	0.000313	0.0006621	True
chr22	47945527	47945621	6	0.76	0.9322	-0.1722	27.8645	0.002066	0.002844	True
chr22	47946436	47946865	15	0.585	0.1906	0.3945	17.4853	2.705e-07	2.922e-06	True
chr22	47948946	47949718	12	0.7665	0.9417	-0.1752	24.9427	1.577e-05	7.011e-05	True
chr22	47949801	47949960	5	0.7401	0.9117	-0.1717	52.3914	0.0004936	0.0009292	True
chr22	47954566	47955433	17	0.7721	0.9465	-0.1744	20.2696	2.985e-07	3.182e-06	True
chr22	47959246	47959460	5	0.7754	0.967	-0.1916	45.0411	0.0003144	0.0006645	True
chr22	47959480	47959817	11	0.7679	0.935	-0.167	34.9508	3.902e-05	0.0001373	True
chr22	47959953	47960080	5	0.8124	0.9394	-0.127	62.6777	0.001183	0.001828	True
chr22	47962600	47962793	7	0.805	0.9636	-0.1586	15.825	0.0006584	0.001151	True
chr22	47963066	47963346	6	0.7654	0.9096	-0.1442	32.9799	0.002168	0.002946	True
chr22	47963612	47963688	5	0.7935	0.9097	-0.1162	23.159	0.01042	0.01126	True
chr22	47964927	47965444	10	0.776	0.9499	-0.1739	35.417	7.894e-06	4.121e-05	True
chr22	47965635	47966744	26	0.7763	0.9376	-0.1613	32.4013	1.127e-10	3.53e-09	True
chr22	47981400	47981760	5	0.7029	0.9571	-0.2542	46.7352	0.0005718	0.00104	True
chr22	47985328	47986202	12	0.7324	0.9199	-0.1874	27.2915	2.979e-05	0.0001119	True
chr22	47987272	47987474	5	0.5686	0.9449	-0.3762	25.6669	0.0004526	0.0008695	True
chr22	47987662	47987953	10	0.753	0.9435	-0.1904	26.7521	5.7e-05	0.0001856	True
chr22	47988363	47988697	7	0.7393	0.9004	-0.1612	15.8624	0.009376	0.01024	True
chr22	47989254	47989409	6	0.7955	0.894	-0.0985	16.0888	0.02648	0.02679	True
chr22	47989773	47990327	16	0.7639	0.9175	-0.1535	16.7125	1.15e-05	5.556e-05	True
chr22	47999415	48001006	9	0.5965	0.9086	-0.3121	17.1994	7.668e-05	0.0002297	True
chr22	48008501	48008650	5	0.7433	0.9286	-0.1854	27.4769	0.001554	0.002268	True
chr22	48010425	48010508	5	0.7849	0.5561	0.2287	20.233	0.002968	0.003799	True
chr22	48013933	48014270	13	0.4329	0.1436	0.2893	16.6216	7.634e-06	4.042e-05	True
chr22	48015527	48016048	12	0.658	0.9154	-0.2574	15.7744	5.772e-06	3.226e-05	True
chr22	48016132	48016531	12	0.7329	0.9383	-0.2054	30.2436	5.637e-06	3.163e-05	True
chr22	48016924	48017385	11	0.626	0.9136	-0.2876	49.7325	2.535e-07	2.79e-06	True
chr22	48019866	48020423	17	0.7427	0.9637	-0.221	43.9496	4.366e-11	1.521e-09	True
chr22	48021283	48021642	10	0.8187	0.9455	-0.1269	20.8794	0.0003089	0.0006558	True
chr22	48022190	48022997	14	0.6976	0.9529	-0.2553	66.2629	2.851e-10	7.782e-09	True
chr22	48023117	48023812	15	0.5634	0.1281	0.4353	17.8029	5.205e-08	7.353e-07	True
chr22	48023911	48024409	6	0.7605	0.959	-0.1985	32.8405	0.0003217	0.0006752	True
chr22	48027487	48027591	8	0.4713	0.7834	-0.3121	19.9513	6.91e-05	0.0002133	True
chr22	48030358	48030488	5	0.4826	0.276	0.2066	17.6114	0.005988	0.006865	True
chr22	48042925	48043701	8	0.7851	0.9613	-0.1762	21.1649	0.0001981	0.0004651	True
chr22	48049732	48050737	5	0.5894	0.8042	-0.2148	58.6067	0.0001385	0.0003575	True
chr22	48054004	48054346	7	0.698	0.9341	-0.236	33.4853	7.807e-05	0.000232	True
chr22	48059061	48059656	7	0.6625	0.9627	-0.3002	44.8758	1.943e-05	8.184e-05	True
chr22	48068420	48068978	16	0.7427	0.9021	-0.1594	18.6435	2.628e-05	0.0001025	True
chr22	48070465	48070765	12	0.7572	0.9755	-0.2183	104.0155	1.836e-10	5.259e-09	True
chr22	48077026	48079857	35	0.7356	0.9392	-0.2036	19.734	2.237e-13	1.13e-11	True
chr22	48082915	48083126	6	0.6519	0.918	-0.2661	33.2802	0.0003783	0.0007593	True
chr22	48083700	48084299	7	0.6967	0.8587	-0.162	35.2673	0.0001727	0.00042	True
chr22	48086208	48086871	8	0.7351	0.9037	-0.1686	22.5198	0.001587	0.002307	True
chr22	48087349	48087703	5	0.7122	0.3981	0.3142	33.2627	0.0001732	0.0004206	True
chr22	48089541	48089808	5	0.6823	0.9433	-0.261	31.2156	0.001618	0.002342	True
chr22	48094722	48094875	6	0.7609	0.964	-0.2031	31.2043	0.0002411	0.0005409	True
chr22	48107865	48108636	5	0.7189	0.9931	-0.2742	76.4376	9.032e-07	7.437e-06	True
chr22	48111692	48112045	10	0.7717	0.9277	-0.156	20.1435	0.0002322	0.0005268	True
chr22	48112469	48112629	9	0.8138	0.9494	-0.1355	17.3548	0.0006988	0.001207	True
chr22	48115273	48115800	15	0.6714	0.9509	-0.2795	25.1695	6.788e-09	1.314e-07	True
chr22	48119011	48119513	6	0.7056	0.9793	-0.2737	18.3409	3.708e-05	0.0001334	True
chr22	48135544	48136689	20	0.7593	0.9074	-0.148	17.2276	2.308e-05	9.249e-05	True
chr22	48142098	48142694	7	0.7591	0.9898	-0.2308	71.7394	6.48e-08	8.668e-07	True
chr22	48149109	48149514	5	0.7212	0.9249	-0.2037	31.553	0.001585	0.002305	True
chr22	48159474	48160146	15	0.7645	0.9398	-0.1753	26.8782	6.828e-07	5.898e-06	True
chr22	48165494	48165789	6	0.7546	0.9651	-0.2105	68.6362	2.774e-05	0.0001062	True
chr22	48172816	48173810	12	0.7148	0.9463	-0.2315	24.2319	5.477e-07	4.968e-06	True
chr22	48173903	48174427	15	0.772	0.9205	-0.1484	28.049	4.972e-06	2.882e-05	True
chr22	48177419	48177852	14	0.7815	0.9449	-0.1635	23.1881	9.174e-06	4.68e-05	True
chr22	48178715	48178889	5	0.6272	0.7689	-0.1417	90.9482	5.747e-05	0.0001868	True
chr22	48180318	48181203	8	0.7897	0.9521	-0.1624	29.258	0.000298	0.000637	True
chr22	48182569	48182824	9	0.7165	0.8959	-0.1794	16.8163	0.001143	0.001775	True
chr22	48183561	48183801	6	0.7601	0.9284	-0.1684	16.9012	0.006363	0.007241	True
chr22	48184243	48184416	5	0.8219	0.5453	0.2766	32.2071	0.000192	0.000456	True
chr22	48189374	48190041	13	0.7705	0.9214	-0.1509	17.5654	0.001314	0.001978	True
chr22	48191926	48192626	10	0.7889	0.9418	-0.1529	15.6691	0.0009167	0.001496	True
chr22	48193469	48194151	7	0.7693	0.9654	-0.1961	48.5969	6.589e-05	0.0002054	True
chr22	48199950	48200487	12	0.8049	0.9547	-0.1499	24.8406	1.34e-05	6.231e-05	True
chr22	48204666	48205622	14	0.8031	0.9404	-0.1373	29.5045	1.239e-05	5.87e-05	True
chr22	48206205	48206355	5	0.7323	0.9333	-0.201	34.5668	0.00282	0.003643	True
chr22	48208798	48209083	7	0.6138	0.9279	-0.3141	38.8427	2.632e-05	0.0001025	True
chr22	48209268	48209565	10	0.6814	0.8897	-0.2083	22.0094	0.000172	0.0004188	True
chr22	48209719	48210053	8	0.8322	0.9772	-0.145	21.9331	5.169e-05	0.0001726	True
chr22	48211647	48211807	7	0.7374	0.9017	-0.1643	17.1349	0.005701	0.006567	True
chr22	48211897	48212524	13	0.6847	0.9487	-0.264	33.1555	3.73e-08	5.622e-07	True
chr22	48213770	48214649	20	0.7361	0.9279	-0.1917	17.1415	3.488e-07	3.549e-06	True
chr22	48216177	48217501	6	0.7114	0.9781	-0.2667	36.9573	1.996e-05	8.307e-05	True
chr22	48224955	48225148	6	0.7532	0.9595	-0.2062	28.6959	0.000587	0.001061	True
chr22	48229823	48230019	5	0.7811	0.9635	-0.1824	21.4541	0.002764	0.003595	True
chr22	48230218	48230712	8	0.6757	0.8385	-0.1628	19.8776	0.002338	0.00313	True
chr22	48232333	48233124	8	0.7415	0.9558	-0.2143	34.8301	2.645e-05	0.0001028	True
chr22	48239415	48239644	6	0.8063	0.9141	-0.1078	37.3924	0.001786	0.002533	True
chr22	48240754	48241160	7	0.8118	0.9388	-0.1271	16.8691	0.02489	0.02522	True
chr22	48240426	48240604	6	0.7318	0.9204	-0.1886	16.6336	0.004943	0.005804	True
chr22	48244618	48245408	9	0.7276	0.9419	-0.2143	41.4855	1.82e-05	7.831e-05	True
chr22	48257448	48257900	10	0.7813	0.9211	-0.1398	15.6658	0.001412	0.002097	True
chr22	48258346	48259034	7	0.8119	0.9795	-0.1676	76.4094	3.25e-06	2.091e-05	True
chr22	48265733	48266130	6	0.6041	0.9466	-0.3425	27.5478	0.0001952	0.0004609	True
chr22	48267410	48267741	7	0.6649	0.8789	-0.214	16.5381	0.0007127	0.001228	True
chr22	48273383	48273594	5	0.764	0.9376	-0.1736	41.6164	0.003126	0.003966	True
chr22	48275851	48276319	11	0.7449	0.9151	-0.1703	20.179	0.0001152	0.0003118	True
chr22	48277888	48278108	5	0.8329	0.9747	-0.1418	19.2153	0.002199	0.002981	True
chr22	48279600	48279728	7	0.7603	0.9499	-0.1895	31.9259	0.0001463	0.0003715	True
chr22	48279792	48280029	6	0.8385	0.9797	-0.1412	56.9388	5.354e-05	0.0001773	True
chr22	48281148	48282143	16	0.7453	0.9265	-0.1812	31.5926	3.421e-07	3.499e-06	True
chr22	48284437	48284961	14	0.7309	0.9554	-0.2246	27.6753	4.992e-08	7.177e-07	True
chr22	48286283	48286687	10	0.763	0.9356	-0.1726	58.8002	4.462e-06	2.686e-05	True
chr22	48289064	48289441	7	0.8096	0.9631	-0.1535	26.6756	0.0005822	0.001055	True
chr22	48292051	48292383	5	0.7103	0.9388	-0.2285	25.311	0.001846	0.002599	True
chr22	48295320	48296092	17	0.7314	0.9803	-0.2489	31.886	8.479e-13	4.071e-11	True
chr22	48298713	48299118	6	0.7753	0.9277	-0.1524	18.7443	0.00868	0.00954	True
chr22	48301795	48302282	8	0.7245	0.9595	-0.235	21.5363	4.973e-05	0.0001676	True
chr22	48309990	48310260	6	0.5	0.8185	-0.3185	17.9493	0.0008181	0.001367	True
chr22	48310478	48310575	5	0.6549	0.9864	-0.3315	65.4431	5.034e-06	2.905e-05	True
