chromosome	start	end	count	lethal_mean	normal_mean	delta	F	pvalue	p_adj	DMR
chr21	27053803	27054465	7	0.6082	0.9778	0.3696	30.3308	1.244e-06	9.056e-06	True
chr21	27066109	27066428	5	0.8662	0.9853	0.1191	67.0892	0.0002521	0.0005015	True
chr21	27106248	27106510	5	0.0631	0.2482	0.1852	15.112	0.008301	0.008883	True
chr21	27150496	27150554	5	0.8925	0.9852	0.0927	22.6322	0.001833	0.002364	True
chr21	27150708	27150727	5	0.8762	0.9905	0.1143	34.3612	0.0001724	0.0003759	True
chr21	27151491	27151735	10	0.8312	0.9818	0.1505	29.806	1.315e-06	9.47e-06	True
chr21	27153136	27153281	8	0.7299	0.9711	0.2412	35.3112	7.066e-06	3.497e-05	True
chr21	27178697	27179146	8	0.7734	0.9544	0.181	15.1003	0.000443	0.0007594	True
chr21	27194621	27194937	6	0.7223	0.945	0.2227	19.4698	0.0006404	0.001014	True
chr21	27196757	27197541	11	0.755	0.9732	0.2182	23.936	6.689e-07	5.509e-06	True
chr21	27204422	27205269	6	0.4806	0.9047	0.4242	17.6064	0.000311	0.0005873	True
chr21	27212813	27213087	5	0.7825	0.9588	0.1763	30.3527	0.002226	0.002797	True
chr21	27214608	27214953	6	0.6634	0.9444	0.281	30.0812	0.0002706	0.0005299	True
chr21	27227339	27227465	5	0.8549	0.985	0.1301	36.8628	0.0003025	0.0005757	True
chr21	27228177	27228634	7	0.5666	0.9215	0.3549	19.5226	0.0001946	0.0004096	True
chr21	27255490	27255790	7	0.8285	0.9813	0.1528	44.3629	2.28e-05	8.309e-05	True
chr21	27304712	27304827	6	0.9629	0.7542	-0.2086	27.585	0.0004033	0.0007106	True
chr21	27311055	27311189	7	0.8684	0.5565	-0.3119	19.8178	6.982e-05	0.0001931	True
chr21	27312343	27313943	9	0.8869	0.9925	0.1056	63.389	1.1e-07	1.276e-06	True
chr21	27328173	27328508	6	0.8537	0.9699	0.1162	31.995	0.001223	0.001694	True
chr21	27344470	27345613	6	0.8557	0.9849	0.1291	36.7857	0.0001827	0.0003914	True
chr21	27374387	27374513	5	0.8768	0.9976	0.1208	314.1691	2.872e-08	4.176e-07	True
chr21	27380703	27381339	5	0.7736	0.9441	0.1706	17.8064	0.007727	0.008327	True
chr21	27401918	27403323	9	0.942	0.7195	-0.2225	15.4758	0.0002224	0.0004582	True
chr21	27405568	27406084	6	0.9541	0.8242	-0.1299	18.6681	0.00534	0.005978	True
chr21	27431748	27431928	5	0.9203	0.7166	-0.2037	51.067	0.0003902	0.000695	True
chr21	27445585	27445889	7	0.9723	0.8476	-0.1247	58.7496	8.717e-05	0.0002269	True
chr21	27449490	27449732	5	0.8919	0.9976	0.1057	285.6415	4.978e-08	6.606e-07	True
chr21	27484942	27485583	5	0.9365	0.6412	-0.2953	20.0608	0.00105	0.001498	True
chr21	27493938	27494197	6	0.8788	0.9892	0.1103	68.5946	4.932e-05	0.0001497	True
chr21	27500222	27500518	7	0.7065	0.1547	-0.5518	32.0084	2.552e-05	9.046e-05	True
chr21	27517857	27518450	6	0.8753	0.9893	0.1141	79.6608	9.71e-06	4.426e-05	True
chr21	27539991	27540271	8	0.3329	0.6071	0.2741	21.3712	0.0001072	0.0002642	True
chr21	27541278	27541825	16	0.15	0.0232	-0.1268	22.5117	7.208e-08	9.127e-07	True
chr21	27553251	27554293	7	0.7182	0.9748	0.2566	25.7024	1.928e-05	7.369e-05	True
chr21	27558539	27558631	8	0.7617	0.9635	0.2018	22.25	7.528e-05	0.0002046	True
chr21	27559282	27560301	6	0.5549	0.9561	0.4012	23.9419	7.435e-05	0.0002028	True
chr21	27577009	27577113	5	0.6462	0.9577	0.3115	134.3916	1.622e-05	6.434e-05	True
chr21	27597111	27597423	5	0.6722	0.8575	0.1853	27.6372	0.003156	0.003753	True
chr21	27608453	27609507	12	0.636	0.957	0.321	43.1285	1.329e-08	2.093e-07	True
chr21	27620720	27621097	6	0.6764	0.9514	0.275	16.8728	0.001428	0.001923	True
chr21	27621994	27623231	9	0.3595	0.8768	0.5173	27.2557	5.034e-06	2.67e-05	True
chr21	27654553	27657413	21	0.4555	0.9307	0.4751	20.2256	1.826e-12	8.197e-11	True
chr21	27671753	27672205	6	0.5405	0.9334	0.3929	28.0014	8.324e-05	0.00022	True
chr21	27678052	27678613	6	0.4623	0.9331	0.4708	38.2167	1.481e-05	6.026e-05	True
chr21	27684397	27684881	8	0.6609	0.9692	0.3082	26.1466	2.571e-06	1.624e-05	True
chr21	27737211	27738330	6	0.2068	0.8885	0.6817	23.1384	0.0002087	0.0004336	True
chr21	27738444	27739450	6	0.5573	0.9432	0.3859	35.6199	5.225e-05	0.0001555	True
chr21	27742228	27743215	10	0.5265	0.9518	0.4252	25.5934	2.94e-07	2.836e-06	True
chr21	27750069	27750811	6	0.5109	0.9508	0.4399	17.6585	8.018e-05	0.0002149	True
chr21	27760545	27761331	5	0.5052	0.9494	0.4442	21.3861	0.000298	0.0005692	True
chr21	27767207	27767694	5	0.5548	0.9631	0.4082	18.917	0.000211	0.0004374	True
chr21	27770921	27772379	8	0.6061	0.9285	0.3225	21.7769	2.922e-05	0.0001001	True
chr21	27782405	27783834	13	0.445	0.8941	0.4491	15.083	5.213e-06	2.727e-05	True
chr21	27787395	27789008	8	0.4565	0.9076	0.4511	38.5264	2.14e-06	1.406e-05	True
chr21	27796078	27797360	14	0.4705	0.9041	0.4335	21.4515	6.615e-08	8.439e-07	True
chr21	27797565	27798565	6	0.407	0.9551	0.5481	160.2819	8.666e-07	6.753e-06	True
chr21	27807890	27808774	5	0.5489	0.9941	0.4452	117.2215	5.077e-08	6.709e-07	True
chr21	27810203	27811160	9	0.4027	0.8699	0.4672	15.7691	3.176e-05	0.0001062	True
chr21	27816668	27818739	7	0.3227	0.9409	0.6182	19.9192	1.774e-05	6.867e-05	True
chr21	27818913	27819287	5	0.3207	0.8199	0.4993	18.1964	0.0007388	0.001128	True
chr21	27827376	27828063	7	0.6278	0.9546	0.3268	30.9511	2.151e-05	7.982e-05	True
chr21	27828902	27829671	10	0.6385	0.9601	0.3216	23.4672	6.423e-07	5.334e-06	True
chr21	27836377	27836994	6	0.4805	0.9423	0.4618	19.479	8.988e-05	0.0002319	True
chr21	27852568	27852646	6	0.6373	0.9866	0.3492	57.7119	4.909e-07	4.324e-06	True
chr21	27855975	27856498	7	0.6885	0.9651	0.2766	19.6151	6.164e-05	0.0001766	True
chr21	27860100	27860769	6	0.6	0.9419	0.3419	16.2425	0.0002438	0.0004896	True
chr21	27862303	27862684	8	0.5292	0.9792	0.45	33.3951	3.618e-08	5.021e-07	True
chr21	27871196	27871604	7	0.6326	0.9764	0.3437	36.1405	1.571e-06	1.095e-05	True
chr21	27873649	27874702	6	0.4475	0.9477	0.5002	25.4692	3.544e-05	0.0001166	True
chr21	27882063	27882514	6	0.5956	0.9493	0.3537	46.9944	4.277e-05	0.0001334	True
chr21	27884799	27885028	6	0.6905	0.9182	0.2277	18.4667	0.0008577	0.001267	True
chr21	27897147	27898252	7	0.5768	0.9477	0.3708	40.8898	1.756e-05	6.843e-05	True
chr21	27903469	27904380	12	0.5117	0.9724	0.4607	43.6622	7.855e-11	2.274e-09	True
chr21	27907407	27908666	15	0.511	0.878	0.367	16.9217	1.599e-07	1.741e-06	True
chr21	27908917	27910624	18	0.4139	0.9139	0.5	22.6803	1.442e-09	3.109e-08	True
chr21	27911601	27912771	10	0.4236	0.9127	0.4891	16.949	5.027e-06	2.67e-05	True
chr21	27915554	27916097	6	0.5141	0.9301	0.416	17.7823	0.000193	0.0004071	True
chr21	27916971	27917836	5	0.5866	0.8985	0.3119	68.5516	1.258e-05	5.362e-05	True
chr21	27917972	27918055	5	0.594	0.9617	0.3677	21.664	0.0002465	0.0004928	True
chr21	27925886	27926915	8	0.4225	0.8931	0.4705	15.942	4.718e-05	0.0001442	True
chr21	27928694	27929056	5	0.2827	0.9432	0.6605	102.6931	3.734e-06	2.178e-05	True
chr21	27929776	27931488	14	0.456	0.936	0.4801	17.4542	1.237e-08	1.988e-07	True
chr21	27945013	27945363	31	0.2663	0.0484	-0.2179	21.3718	7.731e-14	4.39e-12	True
chr21	27945413	27945628	27	0.4458	0.0377	-0.408	41.6289	1.248e-20	1.354e-18	True
chr21	27956191	27956666	5	0.4328	0.8339	0.4011	34.5631	6.671e-05	0.0001867	True
chr21	27959350	27960198	8	0.5254	0.9464	0.421	37.7992	6.051e-07	5.123e-06	True
chr21	27963802	27964302	8	0.5645	0.949	0.3845	39.472	1.437e-06	1.02e-05	True
chr21	27979701	27980008	6	0.4591	0.8239	0.3648	38.0602	1.898e-05	7.264e-05	True
chr21	27981287	27983736	15	0.4208	0.8886	0.4678	20.3067	4.489e-09	7.932e-08	True
chr21	28041389	28042004	5	0.5059	0.8532	0.3473	42.8186	0.0001123	0.0002711	True
chr21	28045203	28046136	7	0.4801	0.9183	0.4383	33.2275	2.858e-05	9.867e-05	True
chr21	28046732	28047055	6	0.3236	0.8893	0.5657	25.5008	0.0001808	0.0003883	True
chr21	28050264	28050457	7	0.5	0.974	0.4739	105.6093	5.158e-08	6.786e-07	True
chr21	28062437	28063263	15	0.4857	0.9448	0.4591	35.9852	5.395e-11	1.623e-09	True
chr21	28081807	28082262	10	0.6628	0.964	0.3011	15.37	1.528e-06	1.07e-05	True
chr21	28082764	28083544	6	0.571	0.9938	0.4228	149.1052	1.539e-09	3.203e-08	True
chr21	28096269	28096799	5	0.8508	0.9861	0.1353	38.7214	0.0002676	0.0005253	True
chr21	28103687	28103827	5	0.6648	0.9682	0.3034	25.0144	0.0001319	0.0003075	True
chr21	28138761	28138924	5	0.7845	0.9007	0.1162	47.2347	0.001655	0.002173	True
chr21	28161305	28161724	5	0.8489	0.3921	-0.4568	87.9712	4.508e-06	2.477e-05	True
chr21	28166724	28167687	6	0.6634	0.9597	0.2962	24.1847	8.989e-05	0.0002319	True
chr21	28173477	28173700	6	0.6361	0.1454	-0.4907	22.4261	0.0002877	0.0005561	True
chr21	28176079	28176221	5	0.78	0.9837	0.2037	20.0411	0.0001911	0.0004046	True
chr21	28198514	28199230	10	0.8304	0.9848	0.1544	47.7038	1.708e-07	1.824e-06	True
chr21	28205293	28205595	5	0.873	0.9913	0.1184	115.5721	7.357e-06	3.612e-05	True
chr21	28218116	28219350	57	0.3381	0.042	-0.2961	18.7543	2.437e-29	6.173e-27	True
chr21	28252086	28252651	5	0.5735	0.9557	0.3822	17.0359	0.0003983	0.0007042	True
chr21	28296468	28296540	5	0.8174	0.9841	0.1667	36.5006	0.0002046	0.0004264	True
chr21	28298106	28298504	6	0.6311	0.9415	0.3104	15.7706	0.0003958	0.0007017	True
chr21	28299591	28300341	10	0.7455	0.9429	0.1974	17.7525	5.276e-05	0.0001564	True
chr21	28301621	28302938	11	0.686	0.9497	0.2637	24.762	1.847e-06	1.239e-05	True
chr21	28318692	28319153	5	0.5676	0.8802	0.3126	18.5435	0.005718	0.006351	True
chr21	28329730	28330850	7	0.5692	0.8875	0.3182	22.0197	0.0003739	0.0006754	True
chr21	28338345	28338464	15	0.179	0.0347	-0.1444	23.8143	1.158e-07	1.323e-06	True
chr21	28338639	28338677	9	0.1143	0.0116	-0.1027	107.276	8.934e-08	1.095e-06	True
chr21	28339014	28339119	7	0.1094	0.0056	-0.1038	195.5491	9.279e-08	1.119e-06	True
chr21	28339803	28340304	39	0.4934	0.1119	-0.3815	20.8605	4.578e-19	4.092e-17	True
chr21	28364165	28364394	5	0.7477	0.9463	0.1985	16.6296	0.005152	0.005792	True
chr21	28377215	28377608	5	0.56	0.9041	0.3441	21.2834	0.001734	0.002262	True
chr21	28388682	28390348	16	0.7495	0.9698	0.2203	23.8088	2.562e-09	4.896e-08	True
chr21	28394955	28395694	5	0.5588	0.8443	0.2855	25.4825	0.0004793	0.00081	True
chr21	28402594	28402808	5	0.7636	0.9911	0.2276	49.0041	7.158e-06	3.531e-05	True
chr21	28411996	28412776	7	0.6536	0.9498	0.2962	15.8872	0.0001692	0.0003715	True
chr21	28425744	28426433	5	0.794	0.9507	0.1568	27.6974	0.002089	0.002647	True
chr21	28452632	28453222	6	0.6859	0.9588	0.273	24.4325	0.0001906	0.0004039	True
chr21	28459794	28460864	6	0.7392	0.9536	0.2145	22.3532	0.001231	0.001702	True
chr21	28474578	28474769	5	0.7405	0.9889	0.2484	84.2001	5.385e-06	2.807e-05	True
chr21	28479152	28479535	8	0.6584	0.9727	0.3143	61.8812	3.134e-07	2.995e-06	True
chr21	28488775	28489348	9	0.772	0.9669	0.1949	22.4981	3.756e-05	0.0001209	True
chr21	28516207	28516233	6	0.8859	0.9818	0.0959	44.1259	0.0006734	0.001047	True
chr21	28519185	28519348	10	0.7967	0.9861	0.1894	32.6283	3.43e-08	4.826e-07	True
chr21	28541259	28541749	5	0.6939	0.9803	0.2864	29.7061	0.0001137	0.000274	True
chr21	28562107	28562586	7	0.8343	0.976	0.1418	15.3401	0.0002848	0.0005512	True
chr21	28576201	28576320	5	0.8346	0.9896	0.155	58.8929	4.277e-05	0.0001334	True
chr21	28580412	28580755	6	0.6733	0.9102	0.237	18.8909	0.001858	0.002393	True
chr21	28583773	28584021	7	0.7773	0.9698	0.1925	35.8483	7.685e-05	0.0002076	True
chr21	28591742	28592069	7	0.7758	0.9562	0.1804	15.458	0.001708	0.002234	True
chr21	28607770	28608384	7	0.7625	0.941	0.1784	26.4359	0.001228	0.001701	True
chr21	28638784	28639019	5	0.6558	0.8278	0.1721	20.3974	0.006586	0.007221	True
chr21	28642816	28643427	5	0.7081	0.9723	0.2642	42.0188	0.0001724	0.0003759	True
chr21	28666226	28666583	5	0.8762	0.9876	0.1114	27.9473	0.000399	0.0007049	True
chr21	28669780	28670100	5	0.901	0.9728	0.0718	20.2376	0.03095	0.0311	True
chr21	28746970	28747787	7	0.515	0.8701	0.3551	15.3578	0.0006239	0.0009937	True
chr21	28757593	28757730	7	0.8683	0.9967	0.1284	178.8663	1.197e-09	2.654e-08	True
chr21	28772985	28773150	5	0.75	0.9867	0.2367	90.9651	6.63e-06	3.309e-05	True
chr21	28840619	28840811	6	0.7885	0.9658	0.1774	31.8563	0.000611	0.0009789	True
chr21	28843053	28843398	5	0.8653	0.9808	0.1154	34.1359	0.001139	0.001605	True
chr21	28851020	28851755	6	0.6937	0.9768	0.2832	24.9925	2.268e-05	8.286e-05	True
chr21	28854938	28855433	5	0.8711	0.9852	0.1141	48.9268	0.0003966	0.0007026	True
chr21	28906847	28907747	7	0.817	0.9782	0.1612	21.9429	6.739e-05	0.0001879	True
chr21	28932411	28932851	6	0.8044	0.9783	0.1739	26.162	0.0002488	0.0004961	True
chr21	28934814	28935116	5	0.7152	0.9413	0.2261	53.6202	0.0008227	0.001226	True
chr21	28988627	28988663	5	0.8594	0.9921	0.1328	39.4433	3.656e-05	0.0001191	True
chr21	28996500	28996878	5	0.9154	0.9795	0.0641	17.1504	0.02487	0.02519	True
chr21	29042048	29042334	7	0.7903	0.9706	0.1803	18.5842	0.0002203	0.0004545	True
chr21	29045061	29045857	5	0.8173	0.9727	0.1554	42.274	0.0007196	0.001104	True
chr21	29046339	29046815	5	0.9344	0.7672	-0.1671	19.5337	0.007747	0.008346	True
chr21	29065708	29066041	6	0.9317	0.6851	-0.2466	24.8422	0.0006578	0.001032	True
chr21	29074697	29075118	5	0.8571	0.9782	0.1212	30.7781	0.001682	0.002206	True
chr21	29116474	29116797	5	0.8265	0.9201	0.0936	18.3224	0.02882	0.02909	True
chr21	29131664	29131910	5	0.7227	0.9766	0.2539	76.4131	7.642e-05	0.0002068	True
chr21	29168860	29169336	6	0.7941	0.9799	0.1857	31.7751	8.219e-05	0.0002181	True
chr21	29179842	29180153	5	0.9065	0.4637	-0.4428	28.5678	0.0003867	0.0006923	True
chr21	29257327	29257611	6	0.8854	0.9771	0.0917	21.944	0.003881	0.0045	True
chr21	29257691	29257781	11	0.8592	0.9855	0.1263	85.0813	1.342e-08	2.102e-07	True
chr21	29654929	29655037	6	0.8298	0.5163	-0.3135	19.0194	0.000435	0.0007508	True
chr21	29797313	29797840	5	0.8681	0.9787	0.1106	35.5381	0.005149	0.005792	True
chr21	29828144	29829113	6	0.8668	0.9778	0.111	22.5996	0.002262	0.002835	True
chr21	29860138	29860756	5	0.8324	0.6112	-0.2212	16.6679	0.008666	0.009247	True
chr21	29862623	29863587	5	0.8413	0.9801	0.1388	47.3668	0.0003829	0.0006866	True
chr21	30164706	30165074	5	0.8757	0.9809	0.1053	35.1225	0.002408	0.002983	True
chr21	30275857	30275926	5	0.8643	0.9774	0.1131	20.2252	0.002349	0.002923	True
chr21	30367258	30367651	5	0.8396	0.9915	0.1519	63.4129	3.052e-05	0.0001032	True
chr21	30370815	30371316	6	0.8458	0.967	0.1212	18.1409	0.003343	0.003944	True
chr21	30372538	30372574	6	0.9795	0.8777	-0.1018	25.6059	0.0007131	0.001096	True
chr21	30375817	30375913	5	0.0948	0.0181	-0.0767	43.9419	0.009783	0.01033	True
chr21	30392208	30392274	6	0.8434	0.9687	0.1253	31.302	0.0007987	0.001198	True
chr21	30437845	30438131	5	0.9844	0.7784	-0.206	94.461	2.198e-05	8.097e-05	True
chr21	30449501	30449662	14	0.2339	0.4202	0.1863	23.2507	3.619e-06	2.135e-05	True
chr21	30449701	30449736	6	0.2644	0.1588	-0.1056	37.9511	0.003106	0.003704	True
chr21	30476857	30477238	10	0.752	0.9497	0.1977	25.7598	2.314e-05	8.402e-05	True
chr21	30554135	30554508	5	0.1517	0.0262	-0.1254	21.6154	0.003052	0.003656	True
chr21	30615974	30616602	6	0.8528	0.9715	0.1187	15.6858	0.003067	0.003666	True
chr21	30674220	30674521	5	0.5361	0.7336	0.1975	15.4033	0.009264	0.009837	True
chr21	30695547	30695770	5	0.87	0.9858	0.1158	92.2849	8.775e-05	0.0002277	True
chr21	30705395	30705997	6	0.8145	0.676	-0.1385	16.6092	0.01215	0.01267	True
chr21	30714857	30715089	8	0.8942	0.7107	-0.1835	41.5956	4.463e-05	0.0001378	True
chr21	30745356	30745722	6	0.7078	0.9466	0.2388	61.7787	5.918e-05	0.0001713	True
chr21	30803128	30803213	5	0.9344	0.8243	-0.1101	23.7427	0.01428	0.01475	True
chr21	30807085	30807324	5	0.8659	0.976	0.1101	32.2875	0.006269	0.006915	True
chr21	30828683	30829214	5	0.8417	0.9706	0.1289	19.2004	0.007694	0.008297	True
chr21	30829720	30830766	8	0.8764	0.985	0.1086	31.6403	5.845e-05	0.0001698	True
chr21	30845164	30845687	5	0.8248	0.9694	0.1446	30.7818	0.0008737	0.001287	True
chr21	30846395	30846770	6	0.8588	0.9836	0.1248	30.5009	0.0002458	0.0004928	True
chr21	30853343	30853726	5	0.8729	0.9839	0.111	21.1275	0.00182	0.00235	True
chr21	30862520	30863123	5	0.7496	0.9816	0.2321	74.1495	2.142e-05	7.959e-05	True
chr21	30870749	30871637	10	0.8836	0.9872	0.1035	54.5769	1.166e-06	8.601e-06	True
chr21	30871852	30873388	14	0.8014	0.9656	0.1643	27.7463	4.665e-07	4.169e-06	True
chr21	30875396	30875955	6	0.8252	0.9871	0.1619	43.2721	2.195e-05	8.097e-05	True
chr21	30890342	30891460	9	0.7675	0.9852	0.2176	27.1782	1.71e-07	1.824e-06	True
chr21	30904864	30905331	6	0.682	0.996	0.314	163.0826	8.618e-10	1.999e-08	True
chr21	30916040	30916663	8	0.7897	0.9733	0.1835	25.5062	5.264e-05	0.0001562	True
chr21	30933963	30934370	8	0.7615	0.9668	0.2054	22.1881	3.263e-05	0.0001086	True
chr21	30942917	30943424	7	0.8257	0.9755	0.1498	34.0037	0.0004576	0.0007804	True
chr21	30945384	30945825	6	0.7782	0.9803	0.2021	176.1097	8.584e-07	6.741e-06	True
chr21	30950597	30950878	6	0.6178	0.8161	0.1983	19.3512	0.00292	0.003522	True
chr21	30953472	30953850	7	0.7833	0.965	0.1818	20.5508	0.0004226	0.0007372	True
chr21	30954670	30955358	8	0.7712	0.9616	0.1904	19.0021	8.721e-05	0.0002269	True
chr21	30957403	30958077	8	0.7308	0.9582	0.2274	18.5842	0.0001677	0.0003698	True
chr21	30961967	30962732	7	0.7688	0.9665	0.1977	73.6407	1.583e-05	6.315e-05	True
chr21	30963260	30964097	6	0.6305	0.9335	0.3029	36.9067	0.0001179	0.0002818	True
chr21	30967140	30967386	5	0.6643	0.8642	0.2	15.2652	0.03474	0.03487	True
chr21	30968881	30969812	6	0.7495	0.9663	0.2168	20.3979	0.0005938	0.0009558	True
chr21	30972058	30972158	5	0.775	0.9724	0.1974	24.0353	0.0006517	0.001025	True
chr21	30973144	30973839	12	0.807	0.9808	0.1737	34.3863	6.637e-08	8.439e-07	True
chr21	30994562	30995528	5	0.8914	0.9881	0.0967	31.0924	0.0008822	0.001297	True
chr21	31002098	31003432	14	0.6807	0.9157	0.2351	18.5497	4.8e-06	2.6e-05	True
chr21	31007499	31007916	5	0.7615	0.9835	0.222	341.4349	3.325e-06	2.001e-05	True
chr21	31010614	31010773	5	0.5333	0.8712	0.3379	54.9226	0.0001099	0.0002676	True
chr21	31014477	31015281	10	0.797	0.9705	0.1735	23.4781	1.55e-05	6.229e-05	True
chr21	31022970	31023467	7	0.7324	0.9517	0.2193	34.0683	8.25e-05	0.0002188	True
chr21	31025506	31026404	8	0.6432	0.9204	0.2772	18.6483	0.0002473	0.0004939	True
chr21	31028112	31028637	15	0.7736	0.977	0.2033	31.9855	1.883e-09	3.79e-08	True
chr21	31040420	31040819	5	0.7085	0.9186	0.2101	16.384	0.008522	0.009109	True
chr21	31053447	31054224	8	0.6701	0.9559	0.2858	28.3536	1.214e-05	5.247e-05	True
chr21	31066042	31066124	5	0.7857	0.9566	0.1708	22.2539	0.003572	0.004167	True
chr21	31073534	31074173	6	0.6854	0.9818	0.2964	214.7183	5.63e-07	4.847e-06	True
chr21	31092838	31093057	7	0.7485	0.944	0.1955	22.3137	0.0006624	0.001036	True
chr21	31099904	31100298	7	0.7867	0.9427	0.156	16.938	0.002536	0.003117	True
chr21	31115874	31117234	6	0.6922	0.9649	0.2727	36.3103	7.347e-05	0.0002013	True
chr21	31117558	31118446	7	0.707	0.9566	0.2496	40.0559	2.957e-05	0.0001008	True
chr21	31128516	31128742	8	0.8142	0.9882	0.1739	50.543	3.163e-07	3.013e-06	True
chr21	31130839	31131342	5	0.6445	0.9354	0.2909	20.4184	0.002075	0.002632	True
chr21	31132586	31133374	11	0.6774	0.9597	0.2824	31.9393	2.815e-07	2.733e-06	True
chr21	31140883	31141234	8	0.7938	0.9579	0.1642	26.8297	9.869e-05	0.0002479	True
chr21	31145510	31145917	5	0.7191	0.9201	0.201	17.924	0.008074	0.008667	True
chr21	31149511	31150366	13	0.7239	0.9177	0.1938	16.6904	4.765e-05	0.0001451	True
chr21	31157907	31158037	5	0.8195	0.9711	0.1516	24.9064	0.002089	0.002647	True
chr21	31158338	31158429	5	0.8585	0.9867	0.1283	102.6853	8.563e-05	0.0002241	True
chr21	31160271	31160985	9	0.7539	0.9516	0.1977	22.1657	0.0001107	0.0002684	True
chr21	31175023	31175408	6	0.7599	0.9666	0.2067	26.3054	0.0001465	0.0003334	True
chr21	31197001	31197166	8	0.6882	0.9552	0.2669	22.211	3.367e-05	0.0001117	True
chr21	31215964	31216694	6	0.7045	0.9522	0.2477	16.1388	0.0007416	0.001132	True
chr21	31244752	31245300	7	0.8439	0.9817	0.1378	48.9586	2.554e-05	9.046e-05	True
chr21	31246148	31246342	7	0.7991	0.9653	0.1662	19.0204	0.0004711	0.0007972	True
chr21	31246382	31246721	9	0.8044	0.9645	0.16	32.5169	5.036e-05	0.000152	True
chr21	31254761	31255176	5	0.7487	0.9818	0.2331	35.2787	9.937e-05	0.000249	True
chr21	31267878	31268364	6	0.6809	0.9685	0.2876	26.2523	3.565e-05	0.0001171	True
chr21	31300371	31301002	6	0.6353	0.9684	0.3331	38.8163	2.048e-05	7.693e-05	True
chr21	31318372	31319322	9	0.8228	0.9702	0.1474	25.6711	4.76e-05	0.0001451	True
chr21	31334184	31334531	7	0.7341	0.9003	0.1662	29.4123	0.0003062	0.0005798	True
chr21	31358208	31358608	10	0.6839	0.9297	0.2458	25.1354	5.145e-06	2.71e-05	True
chr21	31405931	31405964	5	0.8621	0.9714	0.1093	57.7295	0.0008302	0.001234	True
chr21	31409343	31409830	6	0.4928	0.948	0.4552	18.096	0.0001072	0.0002642	True
chr21	31453147	31453335	5	0.7263	0.9687	0.2424	20.3501	0.0009285	0.001354	True
chr21	31469087	31469772	5	0.6199	0.9776	0.3577	21.8853	5.684e-05	0.0001667	True
chr21	31501929	31502083	8	0.8362	0.9736	0.1374	25.3078	9.701e-05	0.0002451	True
chr21	31512679	31512934	6	0.7197	0.9385	0.2188	21.5821	0.001143	0.001607	True
chr21	31519483	31519588	5	0.62	0.2848	-0.3352	26.8172	0.0003727	0.0006738	True
chr21	31535596	31536055	6	0.6987	0.9665	0.2677	42.2416	2.426e-05	8.695e-05	True
chr21	31541104	31542179	9	0.8269	0.9778	0.1509	32.2093	8.434e-06	4.005e-05	True
chr21	31587592	31588219	18	0.4105	0.9011	0.4906	22.4039	6.707e-11	1.998e-09	True
chr21	31613607	31613820	6	0.8889	0.9779	0.0891	32.0179	0.005759	0.006393	True
chr21	31668459	31669463	6	0.7182	0.9303	0.2121	22.5828	0.003041	0.003647	True
chr21	31716104	31716425	5	0.6832	0.9672	0.284	15.2977	0.0006297	0.001	True
chr21	31762529	31763715	11	0.7845	0.9459	0.1614	18.6651	6.649e-05	0.0001866	True
chr21	31808094	31808351	5	0.9404	0.756	-0.1844	28.5419	0.001746	0.002275	True
chr21	31808679	31809246	5	0.7343	0.9412	0.2069	38.1434	0.001462	0.001961	True
chr21	31859264	31860259	6	0.853	0.9683	0.1153	16.0249	0.005421	0.006061	True
chr21	31899457	31899505	6	0.6256	0.9419	0.3162	17.5232	0.0005858	0.0009449	True
chr21	31945074	31945168	5	0.7735	0.9814	0.2079	45.4842	9.696e-05	0.0002451	True
chr21	31945358	31945677	5	0.8515	0.9936	0.142	63.3771	9.715e-06	4.426e-05	True
chr21	31957581	31958052	5	0.9735	0.6709	-0.3026	30.4047	9.615e-05	0.0002437	True
chr21	32142648	32143035	5	0.845	0.9706	0.1256	17.1408	0.01019	0.01074	True
chr21	32143434	32143989	5	0.8775	0.979	0.1015	35.3497	0.005155	0.005794	True
chr21	32159374	32159518	5	0.6224	0.9422	0.3198	20.9096	0.0005527	0.0009055	True
chr21	32162215	32162927	8	0.6062	0.9499	0.3437	18.4484	1.782e-05	6.891e-05	True
chr21	32184722	32185412	12	0.6324	0.8446	0.2122	20.6394	0.0001609	0.0003575	True
chr21	32185473	32185576	5	0.7627	0.9363	0.1735	15.7722	0.008846	0.009426	True
chr21	32193832	32194330	6	0.7059	0.9489	0.243	21.3224	0.000913	0.001338	True
chr21	32218056	32218447	6	0.7151	0.9743	0.2592	33.9679	4.158e-05	0.0001308	True
chr21	32226924	32227305	5	0.5078	0.9235	0.4157	27.0748	0.0005646	0.0009195	True
chr21	32253468	32254497	13	0.5405	0.9456	0.4051	31.1175	2.281e-09	4.414e-08	True
chr21	32272783	32273005	6	0.5448	0.8768	0.332	19.3161	0.001347	0.001841	True
chr21	32273324	32274683	11	0.4792	0.8885	0.4093	16.6115	7.1e-06	3.508e-05	True
chr21	32284063	32284727	6	0.7041	0.9791	0.2749	62.2647	3.394e-06	2.027e-05	True
chr21	32307986	32308593	10	0.7217	0.9462	0.2245	17.4603	3.496e-05	0.0001155	True
chr21	32308657	32309694	9	0.6708	0.8946	0.2238	27.6774	1.097e-05	4.881e-05	True
chr21	32319126	32319714	7	0.4998	0.9087	0.4089	21.467	0.0001131	0.0002727	True
